comment,score,hospital,en
การบริการดีเยี่ยมมากๆเพราะภรรยาของผมไปคลอดที่นั้นแต่เสียอย่างเดียวครับ ราคาสูงไปหน่อยและค่าบริการต่างๆขึ้นไวมากๆ,3,phyathai-3,"The service is very good, because my wife to give birth, but the only disadvantage here. High prices for services up to me and very sensitive."
ผมไม่ใช่โจรไม่ต้องส่งร.ป.ภมาตาม และนัดเจอผ.อวันจันทร์ที่13เวลา13.00นขอให้ตรงเวลาถ้ามาไม่ได้ก็บอกผู้แทนที่รับปากไว้ด้วยว่าครั้งที่แล้วยังไม่มาแล้วมารับทำไม่และห้ามส่งคนที่ไม่ใช่ผ.อมารัเรื่องเพราะลูกค้ามารักษาตั้งหลายวันพึ่งส่งคนมาตามทำไม,2,phyathai-3,"I'm not a thief, do not send HMS. Fighting. Security comes along. And met through., On Monday 13 April at 13.00 am Please be on time if it had not been told delegates reneged on that time has not already been done, and do not send non-pass. Later constructions. because the customer is keeping many people rely on to do."
จนท.และพยาบาลที่เคาเตอร์ชั้น 18 ทำงานด้วยใบหน้าที่ไม่มีความสุข เข้าใจว่าคงไม่ค่อยสนุกกับงาน ผู้บริหารดูแลหน่อยนะครับเค้าจะได้ให้บริการลูกค้าแบบสบายใจกว่านี้ จะได้ไม่โดนลูกค้านิสัยไม่ดี complain อันจะทำให้ทุกอย่างแย่ลงไปอีก ขอยคุณครับ,2,phyathai-3,"Until. The nurse at the counter top 18 with an unhappy face. Understand that I do not enjoy. I'm taking care executives will provide customers with peace of mind than this. Customers do not have to complain of bad habits that will make things worse, you ask me."
มาโรงพยาบาล ละจะกลับบ้านยางแบน รปภ ที่นี่บริการเปลี่ยนยางอะไหล่ให้แบบมืออาชีพ และทับใจมากคะ 17/12/58 เวลา 20.00น.,5,phyathai-3,The hospital will be home to a flat tire Guard here to change tire service professional. And very much amazed 17.12.58 20:00.
บริการดี ราคาสบายๆคะ,4,phyathai-3,"Good service, good price, comfort"
การตอนรับและการบริการดีเยี่ยมดูแลเอาใจใส่อย่างดีคับ,5,phyathai-3,The reception and the service excellent care of me very well.
แพงมากๆครับ,1,phyathai-3,Very expensive
มารักษาที่นี่จนจะหายอยู่แล้วคุณหมอเก่งเจ้าหน้าที่น่ารักทุกท่านเทคแคร์ดีเยี่ยมมากๆค่ะ,5,phyathai-3,"The treatment here until it disappears, then you have good staff, lovely people, excellent care of me very much."
เวลาผ่านไปโรงพยาบาลค่อยๆปรับปรุงไปเรื่อยดีค่ะเปลี่ยนไปหลายอย่างรู้สึกดีและเป็นลูกค้ามาเก้าปีมีสมาชิกตัวน้อยเพิ่มขึ้นคนที่สามตัดสินใจมาคลอดที่นี่คุณหมอเก่งพยาบาลดีมากค่ะราคาไม่แพงนะค่ะ,5,phyathai-3,"Over time, the hospital gradually improve so good to so many feel good and customers to nine members, at least up to the decision to give birth here you have a good nursing is very affordable to me."
เมื่อวันพฤหัสที่ 29 ตุลาคมที่ผ่าน ภรรยาได้เข้าไปตรวจ ct scan ที่โรงพยาบาลเนื่องจากปวดท้องมากและได้มีการฉีดสีเพื่อช่วยวิเคราะห์ และทางแพทย์ผู้ตรวจบอกไม่แน่ชัดว่าไส้ติ่งอักเสบหรือไม่ และจะขอส่องกล้องเพื่อตรวจค่าใช้จ่ายเป็นแสน ทางผมจึงขอปรึกษากันก่อนแต่มาจนถึงวันนี้ก็ไม่มีอาการไส้ติ่งอักเสบแต่อย่างใด เหลือแต่เพียงรอยช้ำจากการฉีดสีที่แขนที่นับวันยิ่งเพิ่มขึ้นและมีอาการตึงบริเวณที่ฉีดไม่ทราบทางโรงพยาบาลจะรับผิดชอบจากความผิดพลาดครั้งนี้ยังไงดีครับ,1,phyathai-3,"Thursday October 29 last. Ct scan examination wife went to the hospital because of abdominal pain and have an injection to help analyze. The doctor who examined me was unclear whether or not appendicitis. Endoscopic examination and are asked to pay a hundred. I would like to discuss, but to date no symptoms of appendicitis at all. But just bruised from the injection in the arm that nowadays more and increase stiffness and pain at the injection site, the hospital will not be responsible for the mistake is not good."
ก้อบริการดีนะอะเค แต่ก้อคงจะสมราคา,5,phyathai-3,"Service was good, ok But it would be reasonable"
ใช้บริการพญาไท2 มาตลอด บริการดีจริงๆ คะ,4,phyathai-3,Service throughout Phyathai 2 really good service.
ชั้น 12 เสียงดังมาก โรงพยาบาลควรเป็นที่สำหรับการพักผ่อนไม่ใช่หรือคะ,1,phyathai-3,12th Floor loud hospital should be a place for relaxation or that.
ชอบการบริการมากๆๆๆค่ะ,5,phyathai-3,Like many other services too.
อยากรุ้ว่าจนท.พยาบาลและผช.OPD.รุ่นบุกเบิกปี39.ยังมีใครทำงานที่บ้างคับ..คิดถึงเพื่อนๆคับ..พี่อัครนี..พี่สมนึก..พี่ชูชาติ..พี่สมโภชน์..น้องวราทร(คำภา)..น้องจิ๊ด..น้องจินตนา..น้องสุวิสันต์..น้องวีระพล..ศุภรัตน์..น้องกบ..เพื่อนอ้อ.น้องโบ้เวรเปล..และอีกหลายคนที่ยังคิดชื่อไม่ออก..มีคุณหมอด้วยหมออัต..หมอไกรฤกษ์..หมอทวีชัย...คิดถึงคับ....,5,phyathai-3,I know that until. Nursing assistant. OPD. Charter 39 years who has worked at some of them.. I miss my friends.. But this Archdiocese.. I think the.. I Chuchat.. I Somphoch. . younger Bora Trust (the French) .. my Wee.. imagine.. I Suvich Sants.. I Weerapon.. Suppharat.. Frog.. friends Oh. my boat duty stretcher.. and again. many people think that the name was not released.. you are a doctor identities.. I Krairiksh.. I think it's the finish ... ....
บริการช้า แต่ ราคาห้าดาว,1,phyathai-3,Slow service but five star price
โรงพยาบาลไม่มีจรรยาบรรณ มีแต่จะขายห้องพักราคาแพงๆให้ลูกค้า ห้องGold. ห้องSilver. อ้างว่าเต็ม ต้องรอห้องนาน Convince ให้เอาห้องPlatinum อ้างว่าgold silver ปรับปรุงห้องจะมีเสียงดัง เวาก็โอเค ขึ้นห้องมาเจอค้อนตอกหัวไม่พอ วันนี่เจอทั้งสว่านทั้งตัดกระเบื้อง Complainไป1ชม.ก็ยังไม่หยุด เสียค่าห้องแพงๆเพื่อมาฟังไซด์งานก่อสร้าง,1,phyathai-3,"No hospital ethics But to sell expensive room to Clients Gold. Room Silver. It was full to wait a long Convince remove a Platinum claimed gold silver renovated rooms are noisy Davao, it's okay to come across hammer head. enough This day across the entire tile cutting bit. Complain about 1 hour, it has not stopped. Free rooms not to listen at construction."
คนอื่นยังไงไม่รู้ แต่สำหรับเราที่นี่ดีที่สุดในย่านนี้ และดูแลคนไข้ดีมากๆ สมราคานะคะ (ความเห็นส่วนตัว),5,phyathai-3,Others do not But for us here in the best neighborhoods. And outpatient care much money it (personal opinion).
ห้องอาหารแย่มาก ตรงครัวคุณป้า คือ ไม่รู้ไงว่าร้านขายกับข้าวเปิดกี่โมง เดินเข้าไปถามว่าเปิดรึยังมีป้าร้านตรงกลางพูดว่ายังไมเปิด เปิด7โมงห้วนๆแล้วมองหน้าเรา คือเราไม่รู้เราผิดหรอ? โอเคเราก็เดินออกมา ป้าแกยังพูดต่ออีก ไม่เห็นป้ายหรือไง คือเราสายตาสั้นไงมองไม่เห็น แล้วคือถามไม่ได้? จะขายของทำไมคะ? ถ้าจะเป็นแบบนี้อย่ามาทำงานบริการเลยค่ะ แต่บริการตอบลูกค้าที่จะมากินข้าวตอบดีๆยังทำไม่ได้...แย่ค่ะเสียความรู้สึก,1,phyathai-3,"Terrible restaurant I do not know what is exactly your kitchen pantry open shop does. He also went to ask open-Paran said that the center is not open. Open 7 am bluntly, then looked at us. We know we are wrong? Okay, we just came out. He was still talking to another I did not see the sign or Myopia is we do not see. I was not asked? It's like, why? If this is not available to run it. But customer service answers to eat when I do not feel bad ... not bad."
เป็นสถานประกอบการที่ดีสำหรับฝั่งธน..มีความพร้อมทั้งแพทย์และเครื่งมือ..มั่นใจถึงความปลอดภัยของชีวิต..หากมีอำนาจจ่าย!!!,4,phyathai-3,The establishment is good for the Constitution.. Are both medical and machine tool.. To ensure the safety of life.. If the power supply !!!
ไปตรวจสุขภาพ ไปกินข้าวเสร็จแล้ว รอเป็นชั่วโมง ยังไม่ได้ตรวจการได้ยิน กับตรวจตา ช้ามาก ปรับปรุงด้วยครับ,1,phyathai-3,To health to eat it. Wait for hours Not Hearing the eye slowly improved as well.
ลูกชายเป็นไข้เลือดออก เข้าแอดมิทตั้งแต่ 11-18 ธค. ได้รับการดูแลอย่างดีจาก คุณหมอธรารักษ์ คุณหมอวินัย คุณหมอพจนาถ ตลอดจนพยาบาลและผู้ช่วย ward 9 ขอขอบคุณทุกท่านมากๆค่ะ,5,phyathai-3,"Dengue is a son He gave Smith from Dec. 11-18.'Ve been well taken care of. Dr. Mithra Love Doctor Doctor disciplined dictionary Road, as well as nursing assistants and ward 9 Thank you very much."
ชอบบริการดี.,5,phyathai-3,Like good service.
มาหาหมอแผนก ENT รพ.พญาไท3 รอหมอชั่วโมงกว่าๆคืออะไร นี่มันรพ.เอกชนนะค่ะ แล้วเจ้าหน้าที่บอกมีหมอคนเดียว รพ.ใหญ่โต ไม่บริหารจัดการให้ดีกว่านี้หน่อยละค่ะ,2,phyathai-3,"The doctor ENT department, hospital doctors Phyathai 3 hour wait is over. It hospital it private. Staff told a doctor, one hospital is not big to manage better than this one."
เริ่ดค่ะ ค่ารักษา บริการ ชอบดูแลเอาใจใส่ดี,5,phyathai-3,I started to like the treatment and care services as well.
มา ลองใช้บริการเช็คร่างกาย ประจำปี คนก็พอสมควร ก็ทำการลงทะเบียนเสร็จ จนท ก็ให้นั่งรอเนียกไปเจาะเลือด.... รอไปรอมาเอ๊ะชักนาน ราว40 นาที ชักสงสัยเลยเข้าไปถามว่าปกติรอนานขนาดนี้เลยเหรอ จนท เข้าไปเช็ค ซักพักก็เชิญไปจุด 2 แล้วก็เริ่มซักประวัติ และถึงได้เริ่มกระบวนการ. ไม่มีคำอธิบายหรือขอโทษ ต้องถามว่าเพราะอะไร คำตอบ เอกสารวางซ้อนกัน... ผิดที่อะไรทำนองนั้นฟังไม่ค่อยทัน จบ ไม่ประทับใจเลยครับ,2,phyathai-3,"Let's take an annual physical check, it's reasonable to register until it is completed to wait to Catalonia's blood .... Oh wait, to wait for about 40 minutes, convulsions, seizures doubt into typically asked to wait this long waiting time until the laundry room is invited to the 2 already began history. And the process has begun. No explanation or apology Ask why the answer papers stacked ... Offense that otherwise can not keep up finish did not impress me."
บริการแย่ลงเยอะมาก วันอาทิตย์ บ่ายกว่าแล้วหมอยังไม่มาตรวจ ดึงเวลาจนต้องจ่ายค่าห้องเพิ่มอีก แฟ้มประวัติผิด ขวดน้ำเกลือผิดชื่อ ไฟดับ จะมีอะไรอีกมั้ย,1,phyathai-3,"Offers a lot worse than a Sunday afternoon and the doctor has not checked. Pull until the time required to pay an additional room. Profile abuse Bottled water is a power outage, there will be nothing else."
น้องที่ทำงานไปตรวจสุขภาพประจำปี ได้รับผลการตรวจเป็นรูปเล่ม พิมพ์อายุผิด ส่วนสูงผิด และมีผิดอีกหลายแห่ง ตัวเลขไม่สมเหตุสมผล ทำไมโรงพยาบาลถึงไม่มีการตรวจสอบให้ถูกต้อง แค่เรื่องเล็กน้อยแค่นี้ยังผิดพลาด แล้วเรื่องชีวิตของคนไข้จะฝากให้ดูแลและไว้ใจได้รึเปล่าก็ไม่รู้,3,phyathai-3,"Work at the annual health check. The results have been published in book form was wrong, wrong and wrong height there. Irrational number Why does the hospital to check for accuracy. It matters little that this is a mistake. What about the life of the patient to leave to care for and trust me I know."
ดีมากที่นี้นะ บอกตรง,5,phyathai-3,Very good at telling you this straight.
ก็ดี,5,phyathai-3,pleasant
อาหารอร่อยแต่บริการไม่ประทับใจ,3,phyathai-3,"Food is delicious, but the service did not"
โรงพยาบาลก็โอค่ะแต่น่าเสียดายที่มีบุคลากรที่เปนถึงพยาบาลปากหมาด้วยไม่ๆไหวค่ะ(พยาบาลห้องฉุกเฉินนะคะ)พูดหมาไม่แด....กกกก,1,phyathai-3,"The hospital is OK, but unfortunately there are people who are in the hospital with abusive people do not know it (hospital emergency rooms, too) .... Daniel's dog, not me."
บริการดี หมอเก่ง แผลเล็ก เจ็บน้อย ค่ารักษาค่อนข้างสูง แต่แนะนำให้ทำประกันค่ะ ประหยัดไปเยอะ 55,5,phyathai-3,"Good service, good doctors, small incision, less pain, the treatment is quite high. But it is advisable to take out insurance Saving just 55"
"มากี่ครั้งก็ไม่เคยประทับใจสักครั้ง ให้เปลี่ยนเสื้อล็อคเกอร์ไม่มีกุญแจ เลยให้เอาเสื้อใส่ถุงกระดาษถือของไปมา -""- รอนานมากด้วย อดอาหารตั้งแต่เมื่อเย็นมาถึง 7.30 ตอนนี้ 8.40 เพิ่งได้เจาะเลือด โมโหหิวแล้วนะ!!!!",1,phyathai-3,"How many times was never impressed me. No keys to change jersey Lockers I took hold of the shirt, put a paper bag over - ""- wait a very long fasting since the evening 7:30 to 8:40 now, just blood. Angry hungry now !!!!"
บริการดีเยี่ยมค่ะ ใช้บริการกันทั้งบ้านเลย,5,phyathai-3,"Excellent Service, good Use it all home"
ฉีดยาเข็มเดียว 4000 ไห้ตายเถอะโรบิ้น,1,phyathai-3,Hypodermic needles as the 4000 Damn Robin.
ตามจริงไม่อยากให้สักดาวบริการห่วยการดูแลใส่ใจคนไข้น้อยมากพยาบาลปรับปรุงด่วนพูดจาฮ้วนๆไม่มีเกรดเลยบอกตรง,1,phyathai-3,"Actually, I do not want to care for patients with poor-star service, very few nurses instant updates saying he does not have the grades do not match."
หมอรักษาดี พูดจาดี แต่บุรุษพยาบาลทำแย่จัง พูดจาไม่ค่อยดีเลยอย่จริง ๆๆๆ,2,phyathai-3,Good doctor but a nurse doing bad things good. Do not nice things really well.
แผนกเด็กเล็กดูแลดีมากเลยค่ะ เราให้ลูกรักษากับ คุณหมออดิศร ใจดี ใจเย็นและอธิบายรายละเอียดดีมากค่ะ คุณหมอให้นอนโรงพยาบาล2คืน ประทับใจการบริการมากๆค่ะ พยาบาลดูแลเอาใจใส่ดีมาก เป็นกันเองแบบสุดๆเลยค่ะ โดยเฉพาะป้ากัณท์ ดูแลลูกเราเหมือนลูกหลานเลยค่ะ อยู่แค่2คืน กลับมาน้องพอร์ชยังพูดถึงป้ากัณฑ์ เลย สรุปว่าประทับใจกับโรงพยาบาลและการบริการมากๆค่ะ,4,phyathai-3,"Department child care is very good. We treat the patient and the doctor fronting kind described in detail very good. You make a hospital stay of 2 nights. Very impressive service Good nursing care Extremely friendly to me. Parkour, especially at night We take care of the children as it is just two back Porsche's also mention that my sermon so impressed with the hospital and the service very much."
บริการเริด,5,phyathai-3,Primetime Service
ใช้บริการมานานมากๆแล้วทุกทีบริการดีนะแทบจะอุ้มเข้าไปเลย แต่วันนี้แผนกต้อนรับไปยืนรอมีคนใข้ก่อนเราคนเดียวไม่ถามเราเลยอะเหมียไม่มีตัวตนงงมากจนเราต้องถามเองเลยว่าพี่โทรมาจองคิวพบคุณหมอแล้วทำไมไม่ใส่ใจถามคนใข้เลยว่ามาติดต่อไรงง..เจ้าหน้าที่แผนกต้อนรับใช้ไม่ได้มากๆๆ,3,phyathai-3,"A long time ago, Fairgrounds, good service I will carry it out. But today, the front desk stood waiting with a fever before we alone do not ask, we do not have an intangible me so much that I have to ask myself what I call the reservation queue, Doctor, why do not care what people interaction. However, I think that comes in contact.. the reception is not very good."
ดูแลคนป่วยเยี่ยมยอดมากค่ะพยาบาลก็พูดเพราะมากค่ะ,5,phyathai-3,"Nursing care of the sick, it's awesome because it says so much."
ช้ามาก ระบบที่ใช้อยู่ปัจจุบันมันเปลี่ยนได้มั้ยคนที่มาเค้าอยากรู้ครับว่าคิวที่จะได้ตรวจมันจะเมื่อไหร่เหมือนจะมีระบบแต่เอาไปเอามาผมว่ามันไม่เป็นระบบ,1,phyathai-3,"The current system is very slow, it is not just people who do not want to know that the queue to determine when it would be like to have a system, but I take it that it is not systematic."
เป็นโรงพญาบาลที่มีบุคลากรที่มีคุณภาพ พร้อมด้วยแพทย์และเครื้องมือที่ทันสมัย ยอมรับครับ,5,phyathai-3,The serpent is a government with qualified personnel. Along with doctors and K demolition hands Modern accept it.
รอตรวจจนได้โรคเพิ่ม ห่วยแตกระดับโรค ไม่รู้ชะตากรรม ว่าจะได้ตรวจตอนไหน,1,phyathai-3,Waiting until disease NFG level disease Fate unknown To check now
คุณหมอ ทีมวิสัญญีแพทย์และคุณพยาบาลชั้น15 ดูแลดีมากๆค่ะ ทั้งตลอด24ชั่วโมง วัดความดัน วัดไข้ ดูแลเรื่องการขับถ่ายและยาทานหลังอาหาร อาหารอร่อยมากค่ะ,5,phyathai-3,"You and your team of anesthesiologists, nurses top 15. Very good care The 24-hour blood pressure monitoring body temperature and the drug after meals. Very tasty food"
ก็ดีสำหรับคนรวยคนจนหมดสิธท,1,phyathai-3,"It's time for the rich, the poor, TBA."
พนักงานมีคุณภาพทุกคนเพราะผ่านการอบรมมาอย่างดีผมคนหนึ่งที่เคยทำงานที่นี้มาสิบกว่าปี,5,phyathai-3,All staff have been trained well because I was the one who had been working on this for over ten years.
มาทีไรรอหมอนานทุกที ไม่มีหมอประจำหรอคะ,5,phyathai-3,"How come I waited a long time. No doctor, right?"
ไม่เข้าใจค่ะ แค่เข้าไปคุยกับคุณหมอแล้วอธิบายเหตุผลให้ฟัง ช่วยรบกวนคุณหมอลงวันที่ 26 ต.ค. 59 ต่อท้ายรักษาต่อเนื่อง มันลำบากนักหรอคะ คุณหมอบอกว่าไม่จำเป็น เขียนเผื่อไว้มันจะ....หรอคะ ถ้าประกันเบิกไม่ได้ก็ลำบากเราอีก พอคุณหมอเขียนเพิ่มให้ ก็ไล่ ไปๆๆๆๆๆ ทำมือปัดๆไล่เราออกจากห้อง ทำเหมือนเรามาขอรักษาฟรี เสาร์หน้านัดกูก็ไม่ไปแล้วค่ะ **นพ.สุภกิจ ฉัตรไชยวฤกษ์,1,phyathai-3,"I do not understand how to talk to your doctor and explain to you why. Doctor keeps bothering you, dated Oct. 26 to 59 at the end of the treatment. It seemed the right? Doctor says no need Wrote it .... I like it. If insurance is not withdrawn, it seemed to us. When your doctor writes, adding that ultimately drove the other hand noncommittal chased us out of the room. We do like to get free treatment. Saturday's match was ** not to me. Dr. Supachai lockout Chatchai that occasion."
สามสิบบาทก็หายเหมือนกันคะ,3,phyathai-3,Thirty baht was missing as well.
ใช้เวลาเช็คประกันนานมาก ตอนแรกเราแจ้งแล้วว่ามีกรมธรรม 2 ฉบับแต่บริษัทเดียวกัน ให้ถ่าย 2 ใบเลยค่ะ ทางเจ้าหน้าที่บอกว่าใช้ใบเดียวได้ค่ะ ไม่มีปัญหา แค่ปรากฎว่า พอเช็คเอ้่ท์บอกมีส่วนต่าง หมื่นกว่าบาท เราก้อแปลกใจเลยถามเจ้าหน้าที่การเงินว่าตัด 2 ใบแล้วหรือค๊ะ เจ้าหน้าที่ตอบกลับมาว่า ใบเดียวค่ะ บอกเราว่ามีเลขกรรมธรรม์ใบเดียว อ้าวแล้วตอนแรกบอกเช็คได้ แบบนี้ไม่ไหวนะค๊ะ เสืยเวลาเรามากค่ะ,2,phyathai-3,"It takes a very long time insurance At first, we inform you that the Department of Justice No. 2, but the same company to take 2 leaves it to the officer that leaves only one problem it turns out that I check et tell the difference more than ten thousand baht we're surprised. ask that the monetary authorities cut 2 or not. Officers responded to a single number that tells us that there is a natural time sin the same. So then I say check. This is not tired Depreciation and takes us much"
ถ้าลูกผมโดนงูกัดมา น่าจะตายไปแล้วละครับ มาถึง 1945 ณเวลานี้ 0900pm ยังไม่ได้พบหมอเลยครับ (ฮา),2,phyathai-3,If I hit the ball a snake bite. I would be dead by this time arrived in 1945 at 0900pm I have not found it (ha).
ไปตรวจสุขภาพประจำปีมาแล้วครับ,2,phyathai-3,The annual health check on it.
บริการแย่ลงมาก ไม่สมราคา พยาบาลชักสีหน้า ไม่เป็นมิตร รถเข็นก็ไม่ส่งให้คนแก่กับเด็กเดินลงไปเอง หมอก็ลงตรวจน้อย ผิดหวังจริงๆ,1,phyathai-3,"Service is much worse for the nurse suddenly turn hostile, unfriendly wheelchair was not delivered to the older children went down himself. The doctor checked it down a little disappointed."
ดีก็ไม่เเปลก,5,phyathai-3,"Well, it is not uncommon"
บริการดี แพทย์เก่งมาก แนะนำดี เลิศอะ,5,phyathai-3,Doctors recommend a good service is very good too.
ดี สุดๆ สะดวกสะบายดี,5,phyathai-3,Extremely comfortable as well.
มาตรวจสุขภาพเข้านี้ (29 ธค) มาถึงตั้งแต่ 7:30 ตอนนี้จะ 8:30แล้ว ยังไม่เรียกชื่อ แล้วจะให้ทำนัดมาก่อนทำไม เข้าใจว่าคนมาตรวจเยอะ เพราะรู้เลยโทรมานัดไว้ก่อน ตอนโทรมานัดบอกจะมาตั้งแต่ 6:30 ขอเป็นคิวแรก เจ้าหน้าที่บอกว่าศูนย์สุขภาพเปิด7โมงเช้า มา7:30ก็ได้ค่ะ นี่รอมา1ชมยังไม่ได้เจาะเลือด คนเยอะเข้าใจแต่ควรจะให้เจาะเลือดก่อนไหมจะได้ไม่เสียเวลา การจัดการแย่มาก ใช้บริการที่นี่มาหลายปี ครั้งนี้เสียความรู้สึกมาก ภูชิส,2,phyathai-3,"Coming into this health check (Dec. 29) from 7:30 to 8:30, then I will not call names. Why then is to be done before the appointment. I understand that people check I know I make an appointment beforehand. When I called to tell from 6:30 to get a first queue officials said the health center open 7 am. It was his 7:30 This has not waited 1 hour blood. I understand, but people should be given blood before, you will not waste time. Poor management Service here for many years. This was a huge mountain of chips."
เยี่ยม,5,phyathai-3,visit
ชอบการบริการ ชอบการให้คำแนะนำของคุณหมอ ถึงเป็น รพ. เอกชน แต่ก็รอคิวนานเหมือนกัน ที่จอดรถหายากค่ะ เต็ม,5,phyathai-3,"Like services like the advice of a doctor to the hospital privately, but was waiting for the same. Parking is hard to find it full."
รพ บริการดีและรวดเร็ว,5,phyathai-3,Hospital services better and faster
เริ่มจากประชาสัมพันธ์มีการต้อนรับให้บริการที่ดีมาก พยาบาลใส่ใจคนไข้ดี และหมอเป็นกันเองพูดคุยเกี่ยวกับโรคได้ละเอียดดีมาก ดูมีประสบการณ์และเก่งค่ะ ถึงแม้ราคาจะค่อนข้างสูงพอสมคาร แต่ใช้บริการแล้วสบายใจหายห่วงก็โอเคนะคะ,5,phyathai-3,"From the reception desk very good. Good nursing care patients Doctor friendly and talk about the disease has a very good resolution. More experienced and skilled enough Although the price is high enough, the Carmi. But the service was okay and being carefree."
โดยส่วนตัวเป็นคนที่ป่วยบ่อยและเข้ารับการรักษาที่โรงพยาบาลนี้ประจำ ไปกี่รอบก้ได้รับการดูแลที่ดี และการบริการที่ยอดเยี่ยม,5,phyathai-3,"Personally, as someone who frequently ill and was admitted to this hospital regularly. I went a few rounds to get the best care. And excellent service"
บริการดีมากค่ะ ทุกๆค้านค่ะ โดยเฉพาะ นายแพทย์ วิชัย เติมรุุ่งเรืองเลิศ เป็นกันเองกับคนไข้มากค่ะเป็นคนไข้ที่นี่มาปีที่ 11 แล้วค่ะ,5,phyathai-3,"Service very good every opposition, especially Dr. Wichai frequently filled the glowing excellence. Very friendly with people who had a patient who came here 11 years ago."
ดีมากคะ,5,phyathai-3,Very good
ได้รับการดูแลที่ดีเยี่ยมจากพนักงานทุกท่าน ขอบคุณคะ,5,phyathai-3,"Received excellent care from all the staff, thank you."
บริการดีค่ะ,5,phyathai-3,Good service
ดีค่ะบริการดีมากๆๆค่ะ,1,phyathai-3,Good service is very good here.
เมื่อวันอังคารที่15 ก.พ คุณแม่ต้องแอ้ดมิ้ดนอนอยู่ รพ พญาไท3 เหตุเพราะกระเพาะปัสสวะอักเสบ ช่วงบ่ายได้นอนพักอยู่คนเดียวในห้องvip ในขณะที่ เตียงถูกล๊อคทั้ง2ข้าง แต่เพราะหมอให้ทานยาและน้ำเยอะเลยปัสสวะ4ครั้งรดที่นอน แต่ที่โชคไม่ดีคืออ็อดดันมาเสีย น้ำเกลือหมด เลือดไหลย้อนออก เครื่องน้ำเกลือก็ร้องไม่หยุด พญาบาลไม่ได้ยินและไม่เข้ามาดูแลเป็นเวลา1 ช.ม คุณแม่ทนไม่ได้และกลัว จึงต้องพยายามปีนออกจากเตียงโดยมีเหล็กกั้นทั้ง2ข้างอยู่เพื่อเดินไปหน้าห้องเรียกพญาบาลให้มาดู ถามหน่อยเถอะค้ะว่าการบริการที่ได้รับจากร.พ เอกชนแบบนี้ควรจะเกิดขึ้นมั้ย?และถ้าคุณแม่ปีนออกมาจากเตียงแล้วพลาดล้มลงไป หัวกระแทกพื้น ใครจะรับผิดชอบ??? การดูแลเอาใจใส่แย่มากๆขอบอก....,2,phyathai-3,"On Tuesday, 15. May you be the mother gave the lie Phyathai 3 Hospital due to bladder inflammation. Afternoon sleep alone in the room while vip room locked and 2 above. But because doctors, medicines and water to eat much urine 4 times the water mattress. But, unfortunately, is Oxygen pressure waste water runs off the blood flow. Salt and cried non-stop Paya Committee did not hear and did not care for 1 h. The mother could not bear, and fear. We have to try to climb out of bed by a steel barrier, the two sides went to the front to see the serpent Committee. Let me ask you that the service received from. May. Private This should never have happened, right? And if you climbed out of bed and then crashed down. Ground Breakers Who is responsible ??? Care very bad to say ...."
บริการดีมากๆค่ะ พยาบาลให้บริการและพูดจาดีมากค่ะ เครื่องมือทันสมัย แต่ราคาค่อนข้างแพงไปนิด,4,phyathai-3,Very good service Nursing Service and very flattering. modern tools But a bit expensive
คุณภาพไม่สมกับราคา ไปธนบุรีดีกว่ามากเลยค่ะ,5,phyathai-3,"Quality, not money Thon better go too."
บริการดีมากคะ พยาบาลพูดเพราะ,5,phyathai-3,Very good service The nurses say
รอตรวจนานมากกว่า 2 ชม. ตรวจเสร็จใช้เวลาไม่ถึง 5 นาที..แต่ต้องรอพนักงานเอาเอกสารไปให้ห้องจ่ายยาอีก รอจ่ายเงินอีก 20 นาที ถามว่านี่คือรพ.เอกชน? ด้วยราคากับบริการ..มันไม่โอเค,2,phyathai-3,Waiting for more than two hour inspection was completed in less than 5 minutes.. But wait staff took the documents to the dispensing unit. Paid another 20 minutes to ask whether this is a hospital. Private? The price of the service.. It's not okay.
แผนกอายุรกรรมช้ามากๆนะค้ะ คนไข้มาก่อนหมอวันนี้บอกให้มา9.00-16.00 มาถึงก่อน9.00 รอชั่วโมงครึ่งคิวที่8 นิ่งสนิทจนคนไข้มีอาการไข้ขึ้นอีกรอบเพื่อ? คนไข้น้อยมากด้วยวันนี้ถามพยาบาลได้ความว่าแพทย์เพิ่งมาตอนเกือบ 10โมงอืมมนะ ขอบคุณค่ะ,2,phyathai-3,"Department of Medicine Slowly it. Patient before the doctor told me to come today 9:00 to 16:00. Arrive before 9:00 am Wait a half hour queue 8 Flicker until the patient has a fever for the next round? With very few patients have today asked the nurse that the doctor arrived at almost 10 am Yeah, thank you."
บริการดีมากคับ,1,phyathai-3,Very good service
วัคซีนมีไม่แจ้งคนไข้ว่าให้มารับได้หรือยัง แต่ทีหมดแจ้ง แล้วเมื่อไรจะได้รับอะคะ,2,phyathai-3,"Inform patients that the vaccine has not been provided yet, but I will tell you when to get there."
คนไข้โดดตึกตายไม่มีคนดุแล,5,phyathai-3,Outpatient Building an unattended death.
หมอพูดจาแย่ การบริการของ รพ. ถดถอยลงทุกวัน รอเตียงรอห้องที่จะแอดมิด ตั่งแต่เที่ยง จน5โมงเย็นยังไม่ได้ห้อง...เพลีย!! เป็นแบบนี้ เครือพญาไท เตรียมม้วนเสื่อกลับบ้าน!!,1,phyathai-3,"Speak of the terrible hospital deteriorating every day. Waiting room waiting room to add Middlesbrough. From noon Until 5 pm, not a weakness ... !! This is Phyathai existences prepare to go home !!"
